Instituto Nacional de Estadística y Geografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Índice Nacional de Precios al Consumidor, ciudades que lo componen por mayor variación ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Título," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, 7. Area Metropolitana de la Cd. de México, Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Acapulco, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Aguascalientes, Ags., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Atlacomulco, Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Campeche, Camp., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cancún, Q. Roo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Acuña, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Jiménez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cd. Juárez, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chetumal, Q.R., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Chihuahua, Chih., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Coatzacoalcos, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Colima, Col., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Córdoba, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cortazar, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Cuernavaca, Mor., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Culiacán, Sin., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Durango, Dgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Esperanza, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Fresnillo, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Guadalajara, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Hermosillo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Huatabampo, Son., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Iguala, Gro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Izúcar de Matamoros, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Jacona, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, La Paz, B.C.S., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, León, Gto., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Matamoros, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mérida, Yuc., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Mexicali, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monclova, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Monterrey, N.L., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Morelia, Mich., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Oaxaca, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Pachuca, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Puebla, Pue., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Querétaro, Qro., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Saltillo, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Andrés Tuxtla, Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, San Luis Potosí, S.L.P., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tampico, Tamps., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tapachula, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tehuantepec, Oax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepatitlán, Jal., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tepic, Nay., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tijuana, B.C., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tlaxcala, Tlax., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Toluca, Edo. de Méx., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Torreón, Coah., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tulancingo, Hgo., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Tuxtla Gutiérrez, Chis., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Veracruz,Ver., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Villahermosa, Tab., Índice de precios al consumidor, por objeto del gasto, Índice general"," Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), Por ciudad, Zacatecas, Zac., Índice de precios al consumidor, por objeto del gasto, Índice general"
abr-08,66.17012666,64.46085059,67.7762876,67.8019395,N/E,63.90904932,N/E,68.43116653,68.32425095,71.34056029,67.95099671,66.40197844,N/E,66.53512243,64.16665478,64.4743621,68.37639134,70.98935223,64.11906845,N/E,66.5038751,67.07844273,71.62553895,73.82708314,63.99139779,N/E,62.61549539,69.8926778,65.29183936,69.46769066,64.70944932,74.32363142,66.96053742,68.48442777,68.14580661,66.84363428,N/E,65.65049696,63.76948132,N/E,66.10613157,66.69679668,68.2923204,64.09068262,67.35142967,61.10773309,65.43014642,65.59405626,65.44468882,64.85624855,66.90165219,63.34617824,N/E,64.66805487,65.37531417,N/E
may-08,66.09863507,64.61900759,67.99855178,67.99310638,N/E,64.12398164,N/E,68.93475112,68.52468187,70.62264441,68.27875364,66.42948784,N/E,66.39506274,64.31147715,64.87650275,68.54726872,68.9872474,64.35965696,N/E,66.52596802,67.18893768,67.05677885,70.45715094,64.35493533,N/E,62.87377659,69.12545439,65.56882682,68.52502233,65.36807485,69.77526977,67.2445367,68.87749488,68.07650344,66.95526052,N/E,65.89875077,63.87021403,N/E,66.75650917,67.16782441,68.62043764,64.29730979,67.58406915,61.30096541,65.67612631,65.6886979,65.56683694,65.05861138,67.20162707,63.32557845,N/E,64.87327976,65.69577646,N/E
jun-08,66.3721681,64.85043221,68.03083301,68.39780506,N/E,64.34192001,N/E,69.20378946,69.01036216,70.93731533,68.79026937,67.01445184,N/E,66.78348107,64.7863369,65.27308619,68.78118825,69.3113877,64.77882662,N/E,66.99938757,67.52362529,67.25744125,70.81842568,64.7236441,N/E,62.98952484,69.38559537,65.97361453,68.7419477,65.57555209,69.95927218,67.43992381,69.18092488,68.38197049,67.33059094,N/E,66.10092154,64.27692826,N/E,67.18893315,67.39916989,69.06200559,64.68821264,67.83716045,61.71737404,65.94021514,65.92715253,65.58562896,65.40366594,67.33374036,63.52104755,N/E,65.0881623,65.94580748,N/E
jul-08,66.74205936,65.22738147,68.32136405,68.6640542,N/E,64.58941784,N/E,69.81717388,69.34855556,71.12903151,69.19915958,67.25632693,N/E,66.9277061,64.96908894,65.6358211,68.90837853,69.82833106,65.20791746,N/E,67.23557133,67.86525219,67.73750005,71.56938401,64.74536327,N/E,63.90307503,69.62978691,66.48377222,69.12316214,65.89925737,70.22721527,67.82794609,69.61686191,68.92360142,67.5558916,N/E,66.46463071,64.64770031,N/E,67.4302745,67.70346214,69.6270346,65.11885148,68.36481747,62.13050755,66.35722398,66.28351266,65.94069921,65.72744647,67.68759674,63.85567965,N/E,65.43487165,66.29997617,N/E
ago-08,67.12749227,65.62050014,68.97386818,69.12200271,N/E,64.73220505,N/E,70.18451469,69.819109,71.49789576,69.3764707,67.73592474,N/E,67.19689146,65.28484111,66.09302875,69.50949088,70.09730972,65.63006347,N/E,67.45544841,68.26506243,68.06829228,72.04375811,64.99513373,N/E,64.68509313,69.9619754,66.74406741,69.62294117,66.08481441,70.35006884,68.21211567,69.98431842,69.27598138,67.92507746,N/E,66.77829271,65.06387301,N/E,67.9945654,68.13124285,69.8572728,66.31440823,68.58262937,62.12582881,66.80189928,66.57113863,66.32296843,66.30028893,67.97617362,64.09692606,N/E,65.76516302,66.79651665,N/E
sep-08,67.58493481,66.12074112,69.63166433,69.6486435,N/E,64.88851947,N/E,70.31558465,70.38150409,71.95125498,69.72249605,67.94146666,N/E,67.77275027,65.95230476,66.3279476,69.91484079,70.4823905,66.11719318,N/E,67.99199057,68.55918184,68.34932898,72.42808154,65.07994191,N/E,65.42262946,70.1379693,67.39663109,70.18386338,66.43808647,70.72585623,68.7338818,70.40355288,69.61929862,68.18673346,N/E,67.25398863,65.77042076,N/E,68.46978392,68.64447549,69.96238154,66.58808989,68.96558974,62.37754548,67.2204172,66.99993398,66.72304062,66.82487565,68.40463515,64.23517352,N/E,66.33448102,67.39216399,N/E
oct-08,68.04548569,66.34812338,70.03438586,69.78709305,N/E,66.06238062,N/E,72.89271901,70.62839608,72.07770607,71.19149187,68.06811371,N/E,68.08046506,66.4419423,66.76090556,70.20682545,70.63684309,66.34736445,N/E,68.15821344,68.85436884,68.68832267,72.51170003,65.75478756,N/E,65.55655305,70.56970434,68.00537755,70.61877748,67.76094504,71.07218101,70.42411787,71.63620243,70.00099915,68.39616066,N/E,67.54981204,65.99316774,N/E,69.28238272,68.62102832,71.74533726,66.83544646,69.98409049,62.82062299,67.54939643,68.22604546,66.91590608,66.98624703,69.71177959,64.587201,N/E,67.82851827,67.46259526,N/E
nov-08,68.81894178,66.88322964,70.50272825,70.06878463,N/E,66.49024124,N/E,72.44777098,71.4933284,73.13010549,71.67936612,69.20637995,N/E,68.83907833,66.98133175,67.42827717,70.70286756,73.92342609,66.86723404,N/E,68.93830366,68.86824743,74.15814985,76.88183797,66.58942424,N/E,66.41462061,72.40829062,68.50979728,71.66778177,68.48889958,76.39880058,70.74829536,72.18850069,70.37576937,68.82218374,N/E,68.10677268,66.41927184,N/E,69.78049136,68.99618314,72.40045948,67.20598461,70.51021362,63.20615188,67.97143554,69.27714923,67.60676003,67.39045381,70.35576712,65.17955934,N/E,68.4915154,67.98630209,N/E
dic-08,69.29555236,67.45673824,71.36638336,70.76049988,N/E,67.12702208,N/E,72.48226308,71.93903057,72.59633037,72.51219111,69.44617886,N/E,69.54510414,67.72761029,67.94004662,71.26250481,74.55542087,67.2695377,N/E,69.22814164,69.33051134,74.4916759,77.19647932,67.30977671,N/E,66.86374293,73.03306897,68.75079202,71.54868549,68.85032799,75.80732456,71.15558115,72.65561586,71.02668606,69.59281441,N/E,69.06163314,66.86192826,N/E,70.51795089,69.425527,73.28860055,67.86510542,71.47758481,63.58887352,68.6178244,68.87531881,68.40443177,67.97523049,71.02876776,65.78427755,N/E,69.03282625,68.70369492,N/E
ene-09,69.45614941,67.48756117,71.44417583,70.7844623,N/E,67.36900883,N/E,72.92088755,71.69700079,72.92207305,73.50835725,69.93460044,N/E,69.81533083,67.9763698,67.77130921,71.28462486,74.75873091,67.37916669,N/E,69.06717899,69.43139803,74.65133099,77.54864179,66.80661594,N/E,66.69872993,73.48185341,68.30531689,72.1016325,68.99561303,76.23258692,71.23538716,73.62102431,71.47715666,69.54929042,N/E,68.9947384,66.88557444,N/E,70.59856388,69.64749361,72.83424159,68.15418478,71.50008181,63.44008931,68.82104705,69.56160286,68.42668548,67.78583964,71.62819944,66.49336802,N/E,69.32400416,68.80833567,N/E
feb-09,69.60949368,67.58659878,71.22455764,70.72801749,N/E,67.41961061,N/E,73.60957971,71.75966921,74.07470099,73.63193774,70.08512356,N/E,69.8694803,68.09409955,67.90922931,71.21771171,74.963617,67.52004738,N/E,69.17606548,69.51360201,74.86784954,77.52023295,66.52685234,N/E,66.83600161,73.60944899,68.34913412,72.72954638,69.277517,77.21708319,71.29042578,73.93725961,71.4510347,69.53444106,N/E,68.96352086,67.10926726,N/E,70.20097267,69.71575094,72.79030725,67.42800948,71.650914,63.650633,68.95535508,70.29282846,68.26448069,67.70281899,71.3852146,66.56981612,N/E,69.62628836,69.00403399,N/E
mar-09,70.00995018,67.97971745,71.59870235,71.28021819,N/E,68.22272603,N/E,74.35230949,72.33719117,74.5886635,74.5297768,70.38772695,N/E,70.06056546,68.56009263,68.44221723,71.54564145,75.35710336,67.67283348,N/E,69.71313367,69.64651622,75.3577501,77.79360108,66.85315702,N/E,66.99288353,74.20507835,68.64698693,73.41913511,69.91881028,77.54617511,71.57497545,74.31752142,71.90470391,69.75103692,N/E,69.44565849,67.26769665,N/E,70.70107175,70.08465319,73.27469728,68.0051748,71.87844052,63.98516354,69.40606669,70.79670265,68.75455675,68.11792223,71.80176003,67.32697276,N/E,69.91167168,69.59968133,N/E
abr-09,70.25499019,68.39557435,71.896113,71.82709391,N/E,67.92011735,N/E,72.2592142,72.59272708,74.94470782,73.61904238,70.71680164,N/E,70.52968733,69.00687457,68.84082147,72.13790578,76.085237,68.1659159,N/E,70.2586182,70.04739405,76.01660074,78.09645008,67.39199929,N/E,67.64145634,74.98110145,69.12010864,73.92050918,69.41209683,77.78465557,70.63326464,73.70119664,72.16539045,70.45612559,N/E,69.94414818,67.50084794,N/E,70.61150177,70.50618132,72.70466309,68.39458755,71.22807258,64.47456065,69.90003857,70.51119157,69.39249634,68.54236529,71.49504996,67.92848657,N/E,69.24239708,70.04842916,N/E
may-09,70.05035847,68.5072443,72.1395452,71.93572356,N/E,68.12553053,N/E,72.64207645,72.53492086,73.66621151,73.65074346,70.62700681,N/E,70.04338342,69.29651931,68.83930587,72.2833451,73.53729461,68.32911924,N/E,70.29806983,70.17710551,71.03284676,74.13797238,67.60867386,N/E,67.70554834,73.94438738,69.39031486,73.05440275,69.28363426,72.03221774,70.64317159,73.84205497,72.25281906,70.49299297,N/E,70.00509672,67.45497436,N/E,70.79910112,70.68073253,72.86594106,68.61710912,71.53791768,64.43338766,70.11181266,70.27696674,69.60069212,68.72552959,71.41474581,67.96877059,N/E,69.60117849,70.1198666,N/E
jun-09,70.17935416,68.64316837,72.33587856,72.09653804,N/E,68.05338541,N/E,72.90479124,72.73643226,73.93484725,73.51534224,70.70071124,N/E,70.13918633,69.37434902,68.89942489,72.33919823,73.74901024,68.6580062,N/E,70.5489822,70.18190964,71.24444443,74.60913039,67.79897516,N/E,67.46879057,74.31397457,69.26825259,73.41434999,69.28210495,72.14450924,70.90075234,74.07199366,72.31572501,70.7735947,N/E,69.98230296,67.74345771,N/E,70.68116731,70.85215744,72.66462166,68.7636356,71.73425518,64.42169079,70.23756925,70.3351264,69.68426715,68.93567561,71.42666191,67.99211702,N/E,69.68230268,70.4297642,N/E
jul-09,70.37051645,68.7897036,72.46712027,72.57791647,N/E,68.16561115,N/E,72.99677016,72.67754555,74.20173481,73.56423712,71.05262392,N/E,70.46928984,69.50242322,68.99844444,72.39726336,73.96492866,68.909508,N/E,70.44640796,70.61855153,71.28818555,75.10012099,68.01720111,N/E,68.02170367,74.52791716,69.48368728,73.46485957,69.43656589,72.20009909,71.12365875,74.33589424,72.52630003,71.0680217,N/E,70.07793766,68.21117908,N/E,70.7125168,70.97251961,72.81422088,68.85105479,72.01188866,64.77353269,70.33565939,70.55137461,69.7589407,69.19926616,71.77792783,67.89369581,N/E,69.7817764,70.53893267,N/E
ago-09,70.53888432,68.89531003,72.85925779,72.5076267,N/E,68.49327021,N/E,72.98297332,72.88824112,74.50475125,73.56316251,71.66457827,N/E,70.50781927,69.65561968,68.98328839,72.65938595,74.17769498,69.20218267,N/E,70.7209913,70.98953699,71.34176842,75.2652139,68.41124891,N/E,68.23598141,74.67916192,69.57966787,73.5563085,69.81328746,72.32462036,71.09503867,74.48287684,72.74220606,71.0265459,N/E,70.13393103,68.72051772,N/E,71.0011312,71.15697074,73.06003074,69.46745941,71.86719202,64.94477489,70.44330703,70.57569593,69.92164002,69.37620392,71.91107731,67.94405085,N/E,70.07730025,70.66319356,N/E
sep-09,70.89271587,69.26973283,73.31331177,72.55555154,N/E,69.03435858,N/E,73.36468584,73.45603866,74.63994321,73.89253136,71.77305873,N/E,70.80824471,70.28761662,69.26013899,73.25662728,74.75452812,69.35844119,N/E,71.11182545,71.54734967,71.5730496,75.77925318,68.63206048,N/E,68.81424433,74.58786508,69.86187167,73.69507693,70.48771593,72.43190877,71.55681271,74.71838306,72.95118177,71.3972679,N/E,70.79395912,68.91205175,N/E,71.56343165,71.4258317,73.32530519,69.80124176,72.09676373,65.12584247,70.81957074,70.7649792,70.46759762,69.61021836,71.91314967,68.58355981,N/E,70.54134995,71.07672575,N/E
oct-09,71.10719063,69.28539694,73.35935221,72.12476044,N/E,69.92515036,N/E,75.82742141,73.53059248,74.89750718,75.68444835,71.70973521,N/E,71.27996992,70.15018315,69.30207074,73.12280098,74.90950606,69.44525147,N/E,71.0018869,71.69040594,71.57140931,75.82642259,69.05196443,N/E,68.55165844,74.9970509,70.0298377,73.91678742,71.71167872,72.30349622,73.15678544,75.95660013,72.87015037,71.59543007,N/E,70.69089168,68.87469079,N/E,71.6828583,71.52639403,74.74844421,69.75206847,72.68168584,65.41311764,70.76675297,70.78824307,70.04972247,69.78975051,72.7426139,68.48330751,N/E,71.83450824,71.01132528,N/E
nov-09,71.47604578,69.37887631,73.28155974,72.27439246,N/E,70.06092346,N/E,75.54113703,73.76776005,76.24534764,75.63071771,72.13016187,N/E,71.6121561,70.18417207,69.47939658,73.02989678,77.51576217,69.64268286,N/E,71.05448908,71.64823637,76.74434364,80.17833598,69.02455691,N/E,68.58848742,76.38960264,70.12321013,75.02268145,71.80649633,78.30886787,72.92342168,75.99501604,72.5966694,71.42594253,N/E,70.63588933,68.95508779,N/E,71.73809312,71.59413032,74.73287254,69.96316594,72.64640645,65.4472725,70.9639393,70.86913787,70.06109658,69.88262986,72.93689815,68.34277118,N/E,71.80891549,71.11646911,N/E
dic-09,71.77185517,69.73157147,73.48265591,72.54383658,N/E,70.11453128,N/E,75.74464039,74.018974,76.51747972,75.65758303,72.31598007,N/E,72.1182454,70.40879452,69.76736162,73.10731695,77.90977388,69.70220991,N/E,71.22123797,72.05658728,76.78535094,80.64734993,69.29242667,N/E,68.84055075,76.43800096,70.43879848,75.35976646,71.94464456,78.58459354,73.13256844,76.19210634,72.67396909,71.62256856,N/E,71.09176459,69.4417261,N/E,72.20584748,71.70355048,75.22838519,70.3212866,72.98028245,65.53148998,71.38094814,70.93681457,70.11945075,70.04036909,73.37934815,68.44165017,N/E,72.11168257,71.46359468,N/E
ene-10,72.55204598,70.45464707,74.13516005,73.30477661,N/E,71.82697577,N/E,76.52588634,74.65322169,77.33912047,76.16694954,73.62656933,N/E,72.9252808,71.51762159,70.27155304,74.1099082,78.82545709,70.36196808,N/E,72.04972219,73.3291475,77.3359423,81.19301415,70.11258391,N/E,69.24327811,76.96048286,71.05380454,75.89410468,72.80513985,79.16272799,74.4441388,76.83181471,73.44003567,72.47512675,N/E,71.64030145,69.99268201,N/E,73.2901419,72.48877037,75.50756291,71.22428708,74.02741575,66.52478833,72.07110029,71.59560496,70.898825,70.63292896,73.9202355,69.70739268,N/E,73.46326959,72.19306144,N/E
feb-10,72.97167051,70.94023452,74.34260662,74.01619429,N/E,72.165657,N/E,76.73513838,74.48952744,77.72022192,76.66556992,73.96394875,N/E,73.19498682,71.89445531,70.76260922,74.27691457,78.97097875,70.6997841,N/E,72.48106001,73.7983507,77.64267691,81.35971511,70.4481968,N/E,69.74692646,77.17937527,71.57700308,76.29392791,73.13802102,79.41177053,74.595495,77.26107072,73.69485809,72.75163211,N/E,71.81373226,70.35210389,N/E,73.67479522,73.05723415,76.5686607,70.90838592,74.25238579,66.92435347,72.72805271,72.04713545,71.36120756,71.27166907,74.18808872,70.26175585,N/E,73.84233205,72.78719954,N/E
mar-10,73.48972549,71.52587018,74.81041981,74.35007071,N/E,72.74131491,N/E,77.31058149,74.95791989,78.19164558,77.18890639,74.4015039,N/E,73.69430744,72.45010032,71.32590925,74.87360291,79.49737839,71.13036311,N/E,72.72829022,74.25527669,78.21896618,81.95630085,71.08270684,N/E,70.30940553,77.70515705,72.14036741,76.77828823,73.65798855,79.74697733,75.19266405,77.63576501,74.1479942,73.38913057,N/E,72.27406717,70.81887941,N/E,74.43414965,73.55483534,77.42120939,71.37031686,74.67931758,67.24063688,73.1078376,72.15129412,72.14157087,71.96904251,74.6978906,70.64994741,N/E,74.31217634,73.41353479,N/E
