cve_ent,periodo,entidad,fecha,h,tasa_narco,g,log_itaee,itaee,pi,inpc,d_tc,cetes28,expectativa,d_wti,d_mes02,d_mes03,d_mes04,d_mes05,d_mes06,d_mes07,d_mes08,d_mes09,d_mes10,d_mes11,d_mes12
24,196,San Luis Potosí,2020-04-01,0.7969626949005459,1.2187915368508586,-0.26092205861906503,4.311470312975056,74.5500202600319,-0.013192815943600777,105.194,0.09814675200938927,6.092,3.59,-0.5681250145765775,0,0,1,0,0,0,0,0,0,0,0
24,197,San Luis Potosí,2020-05-01,1.1502562027291654,2.1590021509929493,-0.17251150809946836,4.398117223603933,81.29765916687857,0.008999819427400801,106.145,-0.027586909728518627,5.465,3.4499999999999993,0.5456210356483115,0,0,0,1,0,0,0,0,0,0,0
24,198,San Luis Potosí,2020-06-01,0.901197335167287,1.4625498442210303,-0.08854624965021074,4.480402784251893,88.27021937062013,0.013233450336998409,107.559,-0.05720892840726055,5.0625,3.53,0.293703821241174,0,0,0,0,1,0,0,0,0,0,0
24,199,San Luis Potosí,2020-07-01,1.2744891046214326,2.5768735350561007,-0.018048819177677977,4.554064855802235,95.0178582774668,0.005294672736481765,108.13,0.009435716564896168,4.818,3.4099999999999997,0.06076280380233001,0,0,0,0,0,1,0,0,0,0,0
24,200,San Luis Potosí,2020-08-01,1.203907370490968,2.333115227685929,-0.018674285156063952,4.5533780561639,94.95262245130162,0.001497075438326334,108.292,-0.011148468238678877,4.485,3.47,0.03925850319183155,0,0,0,0,0,0,1,0,0,0,0
24,201,San Luis Potosí,2020-09-01,1.1166271440078397,2.0545343049771616,-0.019517404845686315,4.552690784507621,94.88738662513646,0.005672206736594632,108.908,-0.0285585833490698,4.3825,3.579999999999999,-0.06614585850437527,0,0,0,0,0,0,0,1,0,0,0
24,202,San Luis Potosí,2020-10-01,1.293772949660444,2.6465187657332927,0.05973022993381072,4.552025232869298,94.82425518046048,0.0056310837297877114,109.523,-0.01043673977141335,4.204,3.609999999999999,-0.00582059089845588,0,0,0,0,0,0,0,0,1,0,0
24,203,San Luis Potosí,2020-11-01,0.9152391629932026,1.4973724595596263,0.09595201543820142,4.546020945093784,94.25660892536597,-0.0023676006434207864,109.264,-0.04044747678476446,4.2275,3.67,0.03834176392925537,0,0,0,0,0,0,0,0,0,1,0
24,204,San Luis Potosí,2020-12-01,0.9826346983088023,1.6714855362526062,0.14560050411425074,4.54017581525798,93.70727383979062,0.004456302805130541,109.752,-0.027407571152863408,4.27,3.54,0.13867811572381328,0,0,0,0,0,0,0,0,0,0,1
24,205,San Luis Potosí,2021-01-01,1.124653742977981,2.0791504868330866,0.04091206322613683,4.534099739099771,93.1396275846961,0.01094650098271277,110.96,-0.0037892004802522194,4.220000000000001,3.46,0.10065031182802464,0,0,0,0,0,0,0,0,0,0,0
24,206,San Luis Potosí,2021-02-01,1.124653742977981,2.0791504868330866,0.03534478547675857,4.537094541641811,93.41898047273176,0.007040764770505525,111.744,0.0193991168075347,4.115,3.28,0.12694853485838964,1,0,0,0,0,0,0,0,0,0,0
24,207,San Luis Potosí,2021-03-01,1.2211316634323965,2.3910230598580493,0.04069109406658811,4.539791837203983,93.67129921031234,0.005808911707301689,112.395,0.02287657503130447,4.054,3.22,0.05405830817738799,0,1,0,0,0,0,0,0,0,0,0
